DO,Temp,pH,Time
149.0,23.62,3.72,2.789177179336548
149.0,23.62,2.73,7.855203151702881
148.0,23.56,3.58,12.94272518157959
149.0,23.5,3.54,18.24549436569214
149.0,23.5,2.77,23.55042028427124
149.0,23.5,3.26,28.869535446166992
149.0,23.5,3.48,34.18831133842468
149.0,23.5,3.37,39.507736682891846
149.0,23.5,3.27,42.81511735916138
148.0,23.5,3.37,48.12810564041138
149.0,23.44,3.69,53.44400691986084
149.0,23.44,3.56,58.76009726524353
149.0,23.44,3.41,64.0721230506897
